id,createdAt,updatedAt,profileApproved,subscriptionActive,typeOfBusiness,companyType,companyNameEn,companyNameEs,contactNameEn,contactNameEs,streetAddress,city,state,zipCode,mobilePhoneNumber,officePhoneNumber,emailAddress,websiteUrl,image,rating,reviewsEn,reviewsEs,experience,languagesEn,languagesEs,educationEn,educationEs,specialtiesEn,specialtiesEs,consultationFeeEn,consultationFeeEs,bioEn,bioEs,videoConsultation,featured
,,,,,legal,Immigration Attorney,McLean Law Office,,William Gaston McLean III,,401 S LaSalle St. Ste. #801R,Chicago,IL,60605,(312) 714-5603,(312) 714-5603,william@mcleanimmigrationlaw.com,https://mcleanimmigrationlaw.com,https://placehold.co/400x400?text=WM,4.6,24,,13,English,,Florida Coastal School of Law,,Immigration; Criminal; Family,,$165 ,,William Gaston McLean III handles complex immigration cases with a focus on criminal and family immigration matters with over 13 years of experience.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Conidi Law Group,,Daniel Joseph Conidi,,"200 E. Randolph,  Suite 5100",Chicago,IL,60601,(708) 366-9900,(708) 366-9900,daniel@conidilaw.com,https://conidilaw.com,https://placehold.co/400x400?text=DC,4.7,28,,12,English,,MId Atlantic School of Law,,Immigration; Criminal,,Free Consultation,,Daniel Joseph Conidi provides strong representation in immigration and criminal defense cases. He offers free consultations to all clients.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Sverdloff Law,,Julia Sverdloff,,233 S Wacker Dr,Chicago,IL,60606,(312) 238-9090,(312) 238-9090,julia@sverdlofflaw.com,https://sverdlofflaw.com,https://placehold.co/400x400?text=JS,4.9,41,,15,English; Russian,,Northwestern University School of Law,,Immigration; Business Immigration; Individual Immigration,,$180 ,,Julia Sverdloff provides skilled and determined legal advocacy for immigration matters. She zealously advocates for individuals and businesses with immigration needs.,,TRUE,TRUE
,,,,,legal,Immigration Attorney,Zneimer & Zneimer P.C.,,Sofia Zneimer,,4141 N Western Ave,Chicago,IL,60618,(773) 516-4100,(773) 516-4100,sofia@zneimerlaw.com,https://zneimerlaw.com,https://placehold.co/400x400?text=SZ,4.8,37,,21,English; Russian,,Northwestern University School of Law,,Immigration; Personal Injury,,$175 ,,"Sofia Zneimer is a lawyer who litigates immigration and injury lawsuits. She represents businesses and individuals in need of immigration benefits, including visas, work permits, and permanent residency.",,FALSE,TRUE
,,,,,legal,Immigration Attorney,Vicario Law Group,,Nestor Vicario,,"150 S Wacker Drive,  Suite 2400",Chicago,IL,60606,(312) 698-9066,(312) 698-9066,nestor@vicariolaw.com,https://vicariolaw.com,https://placehold.co/400x400?text=NV,4.6,25,,11,English; Spanish,,"Chicago-Kent College of Law, Illinois Institute of Technology",,Immigration,,$150 ,,Nestor Vicario is dedicated to helping clients navigate the complex U.S. immigration system with personalized service and attention to detail.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Miller Law Offices,,Thomas P. Miller,,"111 West Washington Street,  Suite 1010",Chicago,IL,60602,(312) 685-6888,(312) 685-6888,thomas@millerlawchicago.com,https://millerlawchicago.com,https://placehold.co/400x400?text=TM,4.7,32,,24,English,,DePaul University,,Immigration; Divorce; Domestic Violence; Family,,$170 ,,"Thomas P. Miller provides comprehensive legal representation in immigration, family law, and domestic violence cases with 24 years of experience.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Donley Law Office,,Jackson E Donley,,"975 S. Durkin Drive,  Suite 101",Springfield,IL,62704,(217) 801-5959,(217) 801-5959,jackson@donleylaw.com,https://donleylaw.com,https://placehold.co/400x400?text=JD,4.7,35,,43,English,,The John Marshall Law School,,Immigration; Bankruptcy; Estate Planning; Probate,,$180 ,,"Jackson E Donley is an experienced immigration attorney with over 40 years of practice, also specializing in bankruptcy, estate planning, and probate matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Spangehl Law,,Jason Spangehl,,"302 West Hill Street,  Suite 104",Champaign,IL,61820,(217) 552-6114,(217) 552-6114,jason@spangehllaw.com,https://spangehllaw.com,https://placehold.co/400x400?text=JS,4.8,27,,14,English,,University of Illinois College of Law,,Immigration,,Free Consultation,,"Jason Spangehl provides dedicated immigration services in Champaign, offering free consultations to discuss your case and help you find the right path forward.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Anaya Law Office,,Lauren Ann Anaya,,101 West Tomaras Avenue,Savoy,IL,61874,(217) 693-2952,(217) 693-2952,lauren@anayalaw.com,https://anayalaw.com,https://placehold.co/400x400?text=LA,4.9,42,,32,English; Spanish,,University of Iowa,,Immigration; Criminal; Divorce; Family,,Free Consultation,,"Lauren Ann Anaya offers comprehensive immigration services along with criminal, divorce, and family law representation. She brings over 30 years of experience to each case.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Arkell Law Office,,Thomas J. Arkell,,"1001 North Main Street,  Suite A",Bloomington,IL,61701,(309) 828-6241,(309) 828-6241,thomas@arkelllaw.com,https://arkelllaw.com,https://placehold.co/400x400?text=TA,4.8,38,,28,English,,University of Notre Dame,,Immigration; Employment,,$175 ,,"Thomas J. Arkell specializes in immigration and employment law matters in Bloomington. With his Notre Dame legal education, he brings expertise and dedication to each case.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Hays Law Office,,Jeffrey Hays,,411 W. University,Champaign,IL,61820,(217) 555-1234,(217) 555-1234,jeffrey@hayslaw.com,https://hayslaw.com,https://placehold.co/400x400?text=JH,4.6,29,,32,English,,University of Illinois - Urbana-Champaign,,Immigration; Business; Real Estate,,$170 ,,"Jeffrey Hays practices immigration, business, and real estate law in Champaign. With over 30 years of experience, he provides comprehensive legal services to his clients.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Sanchez-Ley Law,,Maria Jimena Sanchez-Ley,,"850 Vandalia St,  300",Collinsville,IL,62234,(618) 855-9056,(618) 855-9056,maria@sanchezleylaw.com,https://sanchezleylaw.com,https://placehold.co/400x400?text=MS,4.7,31,,13,English; Spanish,,St. Louis University School of Law,,Immigration,,$160 ,,"Maria Jimena Sanchez-Ley is dedicated to helping clients with their immigration matters in the Collinsville area, providing personalized attention to each case.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Whitton Law,,Justin Michael Whitton,,111 W Washington St,Belleville,IL,62220,(618) 234-1200,(618) 234-1200,justin@whittonlaw.com,https://whittonlaw.com,https://placehold.co/400x400?text=JW,4.6,24,,20,English,,St Louis Univ School of Law,,Immigration; Business; Criminal; Family,,$165 ,,"Justin Michael Whitton practices immigration, business, criminal, and family law in Belleville. His diverse practice allows him to serve clients with various legal needs.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Horvath Law Office,,Valerie C. Horvath,,7271 N. Shadeland Ave.,Indianapolis,IN,46250,(317) 855-9922,(317) 855-9922,valerie@horvathlaw.com,https://horvathlaw.com,https://placehold.co/400x400?text=VH,4.8,32,,25,English,,Indiana University Robert H. McKinney School of Law,,Immigration; Criminal; Family; Traffic Tickets,,Free Consultation,,"Valerie C. Horvath is an experienced immigration attorney with 25 years of practice, also handling criminal, family, and traffic ticket cases. She offers free consultations and video conferencing.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Skimin Law Office,,Fatima Skimin,,101 W Ohio St. #2000,Indianapolis,IN,46204,(317) 454-8060,(317) 454-8060,fatima@skiminlaw.com,https://skiminlaw.com,https://placehold.co/400x400?text=FS,4.7,29,,21,English; French; Arabic,,"Loyola University New Orleans College of Law, Pennsylvania State University - Dickinson School of Law, Hassan II University, School of Law and University of Montpellier School of Law",,Immigration,,$175 ,,Fatima Skimin brings 21 years of immigration law experience with a diverse educational background spanning multiple countries and legal systems. She is multilingual and focuses exclusively on immigration matters.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Applegate Law,,Yana A. Applegate,,70 East 91st St. Suite 110,Indianapolis,IN,46240,(317) 667-0550,(317) 667-0550,yana@applegatelaw.com,https://applegatelaw.com,https://placehold.co/400x400?text=YA,4.6,22,,10,English,,Florida Coastal School of Law,,Immigration,,$165 ,,Yana A. Applegate provides focused immigration legal services with 10 years of experience. Her practice is dedicated to helping clients navigate the complexities of immigration law.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Prosser Miley Law,,Heidee Prosser Miley,,432 S Emerson Ave Ste 220,Indianapolis,IN,46219,(314) 560-4777,(314) 560-4777,heidee@prossermilaylaw.com,https://prossermilaylaw.com,https://placehold.co/400x400?text=HP,4.5,18,,4,English,,Indiana University School of Law,,Immigration,,$150 ,,"Heidee Prosser Miley is a dedicated immigration lawyer with 4 years of experience. Though newer to practice, she brings fresh perspectives and dedicated service to her clients' immigration needs.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Posey Law,,Doneisha L. Posey,,"100 North Senate Ave,  Room N300",Indianapolis,IN,46204,(317) 232-2600,(317) 232-2600,doneisha@poseylaw.com,https://poseylaw.com,https://placehold.co/400x400?text=DP,4.6,21,,8,English,,Indiana University School of Law,,Immigration; Civil Rights; Employment,,$160 ,,"Doneisha L. Posey practices at the intersection of immigration, civil rights, and employment law, bringing a comprehensive approach to complex legal matters affecting immigrants.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Broyles Law Office,,John A. Broyles,,"8250 Haverstick Road,  Suite 100",Indianapolis,IN,46240,(317) 555-7890,(317) 555-7890,john@broyleslaw.com,https://broyleslaw.com,https://placehold.co/400x400?text=JB,4.5,25,,15,English,,Indiana University School of Law,,Immigration,,$155 ,,"John A. Broyles focuses exclusively on immigration law matters, guiding clients through the complexities of immigration procedures with dedicated attention to each case.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Moore Law,,Heather Moore,,300 N. Meridian Street,Indianapolis,IN,46204,(317) 237-1062,(317) 237-1062,heather@moorelaw.com,https://moorelaw.com,https://placehold.co/400x400?text=HM,4.7,36,,18,English,,Indiana University School of Law,,Immigration; Antitrust; Employment; International,,$180 ,,"Heather Moore brings 18 years of experience to her diverse practice spanning immigration, antitrust, employment, and international law, providing comprehensive legal services to a wide range of clients.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Moore Law Office,,Mark Moore,,300 N. Meridian Street,Indianapolis,NA,46204,(317) 237-1419,(317) 237-1419,mark@moorelaw.com,https://moorelaw.com,https://placehold.co/400x400?text=MM,4.8,38,,43,English,,Indiana University School of Law,,Immigration; Antitrust; Employment; International,,$175 ,,"Mark Moore brings over four decades of legal expertise to complex immigration, antitrust, employment, and international law cases.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Pope Legal Services,,James Pope,,300 N. Meridian Street,Indianapolis,NA,46204,(317) 237-1160,(317) 237-1160,james@popelegal.com,https://popelegal.com,https://placehold.co/400x400?text=JP,4.9,45,,52,English,,Indiana University School of Law,,Immigration; Antitrust; Employment; International,,$180 ,,"James Pope is a highly experienced immigration lawyer with over 50 years of practice, also specializing in antitrust, employment, and international law matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Froehle Law,,Thomas Froehle Jr,,300 N. Meridian Street,Indianapolis,NA,46204,(317) 237-1121,(317) 237-1121,thomas@froehlelaw.com,https://froehlelaw.com,https://placehold.co/400x400?text=TF,4.7,32,,37,English,,University of Michigan Law School,,Immigration; Antitrust; Employment; International,,$170 ,,"Thomas Froehle Jr has nearly four decades of legal experience focusing on immigration, antitrust, employment, and international law cases.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Schilling Law Practice,,April Schilling,,600 E. 96th Street,Indianapolis,NA,46240,(317) 569-4695,(317) 569-4695,april@schillinglaw.com,https://schillinglaw.com,https://placehold.co/400x400?text=AS,4.6,29,,27,English,,Indiana University School of Law,,Immigration; Antitrust; Employment; International,,$165 ,,"April Schilling practices immigration law along with antitrust, employment, and international legal matters with 27 years of dedicated experience.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Hanlon Law,,Hanlon,,300 N. Meridian Street,Indianapolis,NA,46204,(317) 237-8252,(317) 237-8252,contact@hanlonlaw.com,https://hanlonlaw.com,https://placehold.co/400x400?text=HL,4.7,31,,29,English,,Valparaiso University School of Law,,Immigration; Antitrust; Employment; International,,$170 ,,"Hanlon has been practicing immigration, antitrust, employment, and international law for nearly three decades with a focused approach to complex legal challenges.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Klopfer Law,,Tibor Klopfer,,300 N. Meridian Street,Indianapolis,NA,46204,(317) 237-1133,(317) 237-1133,tibor@klopferlaw.com,https://klopferlaw.com,https://placehold.co/400x400?text=TK,4.8,40,,46,English; Hungarian,,Indiana University School of Law,,Immigration; Antitrust; Employment; International,,$175 ,,"Tibor Klopfer brings over 46 years of expertise to his diverse practice spanning immigration, antitrust, employment, and international law.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Yin Law Office,,Dina Yin,,600 E. 96th Street,Indianapolis,NA,46240,(317) 569-4677,(317) 569-4677,dina@yinlaw.com,https://yinlaw.com,https://placehold.co/400x400?text=DY,4.6,27,,19,English; Mandarin,,Rutgers University School of Law,,Immigration; Antitrust; Employment; International,,$165 ,,"Dina Yin focuses on immigration, antitrust, employment, and international law with extensive experience in multilingual legal services.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gallagher Law Office,,Gerard Gallagher,,202 S Michigan St,South Bend,IN,46601,(574) 239-1921,(574) 239-1921,gerard@gallagherlaw.com,https://gallagherlaw.com,https://placehold.co/400x400?text=GG,4.8,35,,33,English,,University of Notre Dame Law School,,Immigration; Antitrust; Employment; International,,$165 ,,"Gerard Gallagher brings 33 years of experience to his diverse practice spanning immigration, antitrust, employment, and international law cases.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Brickley Law,,Kathleen Brickley,,"600 1st Source Bank Center,  100 North Michigan",South Bend,IN,46601,(574) 237-1105,(574) 237-1105,kathleen@brickleylaw.com,https://brickleylaw.com,https://placehold.co/400x400?text=KB,4.6,27,,15,English,,Indiana University School of Law,,Immigration; Business; Civil Rights; Employment,,$160 ,,"Kathleen Brickley specializes in immigration law with additional expertise in business, civil rights, and employment matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gillin Law Office,,Peter Gillin,,202 S. Michigan Street,South Bend,IN,46601,(574) 239-1958,(574) 239-1958,peter@gillinlaw.com,https://gillinlaw.com,https://placehold.co/400x400?text=PG,4.7,30,,25,English,,Boston College Law School,,Immigration; Antitrust; Employment; International,,$165 ,,"Peter Gillin has 25 years of experience practicing immigration, antitrust, employment, and international law from his South Bend office.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Mwose Immigration,,Ndeto Mwose,,2610 E Jefferson Blvd,South Bend,IN,46615,(877) 648-8472,(877) 648-8472,ndeto@mwoseimmigration.com,https://mwoseimmigration.com,https://placehold.co/400x400?text=NM,4.5,22,,10,English,,Indiana University School of Law,,Immigration,,$150 ,,Ndeto Mwose focuses exclusively on immigration law with 10 years of dedicated practice in South Bend.,,FALSE,FALSE
